TICKER,NAME,INDUSTRY_SECTOR,INDUSTRY_GROUP,CUR_MKT_CAP,PX_LAST,NAME_OF_CEO,CEO_START_DATE,TOT_CEO_COMP,COMPANY_TEL_NUMBER,COMPANY_WEB_ADDRESS
TXT UN  EQUITY,TEXTRON INC,Industrial,Miscellaneous Manufactur,15321424538.84,59.08,Scott C Donnelly,12/1/2009,14825330,1-401-421-2800,www.textron.com
UA UN  EQUITY,UNDER ARMOUR INC-CLASS C,"Consumer, Cyclical",Apparel,6679541179.58,14.235,Kevin A Plank,1/1/1996,2033575,1-410-454-6428,www.underarmour.com
UAA UN  EQUITY,UNDER ARMOUR INC-CLASS A,"Consumer, Cyclical",Apparel,6680553704.14,16.175,Kevin A Plank,1/1/1996,2033575,1-410-454-6428,www.underarmour.com
UAL UN  EQUITY,UNITED CONTINENTAL HOLDINGS,"Consumer, Cyclical",Airlines,20119787656.49,70.66,Oscar Munoz,9/8/2015,23581874,1-872-825-4000,newsroom.united.com
UDR UN  EQUITY,UDR INC,Financial,REITS,9461766421.12,35.36,"Thomas W Toomey ""Tom""",2/13/2001,5930700,1-720-283-6120,www.udrt.com
UHS UN  EQUITY,UNIVERSAL HEALTH SERVICES-B,"Consumer, Non-cyclical",Healthcare-Services,11515205631.88,122.36,Alan B Miller,1/1/1978,19867748,1-610-768-3300,www.uhsinc.com
ULTA UW  EQUITY,ULTA BEAUTY INC,"Consumer, Cyclical",Retail,13325007006.36,218.47,Mary N Dillon,1/29/2017,12366512,1-630-410-4800,www.ulta.com
UNH UN  EQUITY,UNITEDHEALTH GROUP INC,"Consumer, Non-cyclical",Healthcare-Services,218207988234.50,225.47,"David Scott Wichmann ""Dave""",6/1/2003,17765612,1-925-936-1300,www.unitedhealthgroup.com
UNM UN  EQUITY,UNUM GROUP,Financial,Insurance,11129433330.00,50.26,Richard Paul Mckenney,5/20/2015,8671319,1-423-294-1011,www.unumgroup.com
UNP UN  EQUITY,UNION PACIFIC CORP,Industrial,Transportation,106959649131.00,137.245,Lance M Fritz,2/5/2015,11643138,1-402-544-5000,www.up.com
UPS UN  EQUITY,UNITED PARCEL SERVICE-CL B,Industrial,Transportation,93024662820.06,107.91,David P Abney,9/1/2014,14608732,1-404-828-6000,www.ups.com
URI UN  EQUITY,UNITED RENTALS INC,"Consumer, Non-cyclical",Commercial Services,15728873989.50,186.28,Michael J Kneeland,6/1/2007,11638627,1-203-622-3131,www.unitedrentals.com
USB UN  EQUITY,US BANCORP,Financial,Banks,87048314358.87,52.71,"Andrew Cecere ""Andy""",4/18/2017,27411961,1-651-466-3000,www.usbank.com
UTX UN  EQUITY,UNITED TECHNOLOGIES CORP,Industrial,Aerospace/Defense,101778964611.53,127.32,"Gregory J Hayes ""Greg""",11/24/2014,17027493,1-860-728-7000,www.utc.com
V UN  EQUITY,VISA INC-CLASS A SHARES,Financial,Diversified Finan Serv,257381829559.84,124.88,Alfred F Kelly Jr,12/1/2016,26381013,1-650-432-3200,usa.visa.com
VAR UN  EQUITY,VARIAN MEDICAL SYSTEMS INC,"Consumer, Non-cyclical",Healthcare-Products,11351360331.16,124.33,Dow R Wilson,9/29/2012,8304220,1-650-493-4000,www.varian.com
VFC UN  EQUITY,VF CORP,"Consumer, Cyclical",Apparel,29734564400.49,74.97,"Steven E Rendle ""Steve""",1/1/2017,21151873,1-336-424-6000,www.vfc.com
VIAB UW  EQUITY,VIACOM INC-CLASS B,Communications,Media,12839810003.26,30.99,"Robert M Bakish ""Bob""",11/15/2016,73963497,1-212-258-6000,www.viacom.com
VLO UN  EQUITY,VALERO ENERGY CORP,Energy,Oil&Gas,41130085697.10,94.99,"Joseph W Gorder ""Joe""",5/1/2014,18452618,1-210-345-2000,www.valero.com
VMC UN  EQUITY,VULCAN MATERIALS CO,Industrial,Building Materials,15057946742.50,113.67,"J Thomas Hill ""Tom""",7/14/2014,7531453,1-205-298-3000,www.vulcanmaterials.com
VNO UN  EQUITY,VORNADO REALTY TRUST,Financial,REITS,12905603473.94,67.91,Steven D Roth,5/1/1989,11226578,1-212-894-7000,www.vno.com
VRSK UW  EQUITY,VERISK ANALYTICS INC,"Consumer, Non-cyclical",Commercial Services,17408020140.28,105.52,Scott G Stephenson,4/1/2013,6927202,1-201-469-2000,www.verisk.com
VRSN UW  EQUITY,VERISIGN INC,Communications,Internet,12179885792.71,125.39,D James Bidzos,6/30/2008,10700372,1-703-948-3200,www.verisign.com
VRTX UW  EQUITY,VERTEX PHARMACEUTICALS INC,"Consumer, Non-cyclical",Biotechnology,43661804488.48,172.28,"Jeffrey M Leiden ""Jeff""",2/1/2012,17419758,1-617-341-6100,www.vrtx.com
VTR UN  EQUITY,VENTAS INC,Financial,REITS,17481607947.48,49.08,Debra A Cafaro,3/1/1999,9666023,1-877-483-6827,www.ventasreit.com
VZ UN  EQUITY,VERIZON COMMUNICATIONS INC,Communications,Telecommunications,196575709168.08,47.655,Lowell C Mcadam,8/1/2011,17937581,1-212-395-1000,www.verizon.com
WAT UN  EQUITY,WATERS CORP,Industrial,Electronics,16866177624.96,214.08,"Christopher James O'Connell ""Chris""",9/8/2015,7631015,1-508-482-2000,www.waters.com
WBA UW  EQUITY,WALGREENS BOOTS ALLIANCE INC,"Consumer, Cyclical",Retail,65116662656.01,65.66,Stefano Pessina,1/1/2015,14673822,1-847-315-2500,www.walgreens.com
WDC UW  EQUITY,WESTERN DIGITAL CORP,Technology,Computers,30848076197.33,103.64,"Stephen D Milligan ""Steve""",1/1/2013,17907624,1-949-672-7000,www.westerndigital.com
WEC UN  EQUITY,WEC ENERGY GROUP INC,Utilities,Electric,19402830997.55,61.49,Gale E Klappa,5/1/2004,22652315,1-414-221-2345,www.wecenergygroup.com
WELL UN  EQUITY,WELLTOWER INC,Financial,REITS,19750518664.78,53.14,"Thomas J Derosa ""Tom""",4/13/2014,13734354,1-419-247-2800,www.welltower.com
WFC UN  EQUITY,WELLS FARGO & CO,Financial,Banks,267770642262.48,54.86,"Timothy J Sloan ""Tim""",10/12/2016,17564014,1-866-878-5865,www.wellsfargo.com
WHR UN  EQUITY,WHIRLPOOL CORP,"Consumer, Cyclical",Home Furnishings,11082460246.37,156.57,Marc Robert Bitzer,10/1/2017,22730562,1-269-923-5000,www.whirlpoolcorp.com
WLTW UW  EQUITY,WILLIS TOWERS WATSON PLC,Financial,Insurance,21130789408.14,159.82,John James Haley,1/4/2016,44276460,44-20-3124-6000,www.willistowerswatson.com
WM UN  EQUITY,WASTE MANAGEMENT INC,Industrial,Environmental Control,37287280030.44,85.99,James C Fish Jr,11/11/2016,22449522,1-713-512-6200,www.wm.com
WMB UN  EQUITY,WILLIAMS COS INC,Energy,Pipelines,21659429656.48,26.17,Alan S Armstrong,1/3/2011,10127444,1-918-573-2000,co.williams.com
WMT UN  EQUITY,WALMART INC,"Consumer, Cyclical",Retail,259593486025.35,87.6,"C Douglas Mcmillon ""Doug""",2/1/2014,33905996,1-479-273-4000,www.walmart.com
WRK UN  EQUITY,WESTROCK CO,Industrial,Packaging&Containers,16478664104.07,64.59,"Steven C Voorhees ""Steve""",7/1/2015,11386313,1-770-448-2193,www.westrock.com
WU UN  EQUITY,WESTERN UNION CO,"Consumer, Non-cyclical",Commercial Services,9066555390.48,19.75,Hikmet T Ersek,9/1/2010,9285500,1-866-405-5012,www.westernunion.com
WY UN  EQUITY,WEYERHAEUSER CO,Financial,REITS,26705375744.12,35.33,Doyle R Simons,8/1/2013,10338963,1-206-539-3000,www.weyerhaeuser.com
WYN UN  EQUITY,WYNDHAM WORLDWIDE CORP,"Consumer, Cyclical",Lodging,11679613509.12,117.12,Stephen P Holmes,7/1/2006,10535048,1-973-753-6000,www.wyndhamworldwide.com
WYNN UW  EQUITY,WYNN RESORTS LTD,"Consumer, Cyclical",Lodging,19099511429.40,185.42,"Matthew O Maddox ""Matt""",2/6/2018,28156985,1-702-770-7000,www.wynnresorts.com
XEC UN  EQUITY,CIMAREX ENERGY CO,Energy,Oil&Gas,8774580844.74,92.04,"Thomas E Jorden ""Tom""",9/30/2011,13180919,1-303-295-3995,www.cimarex.com
XEL UW  EQUITY,XCEL ENERGY INC,Utilities,Electric,22471714198.09,44.25,"Benjamin Fowke III ""Ben""",8/24/2011,11520120,1-800-895-4999,www.xcelenergy.com
XL UN  EQUITY,XL GROUP LTD,Financial,Insurance,14293535429.60,55.48,"Michael S Mcgavick ""Mike""",5/1/2008,12653175,1-441-292-8515,www.xlgroup.com
XLNX UW  EQUITY,XILINX INC,Technology,Semiconductors,19266579086.64,75.62,Victor Peng,1/29/2018,6326060,1-408-559-7778,www.xilinx.com
XOM UN  EQUITY,EXXON MOBIL CORP,Energy,Oil&Gas,313953571360.31,74.11,Darren W Woods,1/1/2017,27393567,1-972-444-1000,www.corporate.exxonmobil.com
XRAY UW  EQUITY,DENTSPLY SIRONA INC,"Consumer, Non-cyclical",Healthcare-Products,12507904195.99,55.01,"Donald M Casey Jr ""Don""",2/12/2018,11128151,1-800-877-0020,www.dentsplysirona.com
XRX UN  EQUITY,XEROX CORP,Technology,Office/Business Equip,7823569090.56,30.72,"Jeffrey Jacobson ""Jeff""",1/1/2017,14068167,1-203-968-3000,www.xerox.com
XYL UN  EQUITY,XYLEM INC,Industrial,Machinery-Diversified,14209751624.55,78.99,Patrick K Decker,3/17/2014,7382065,1-914-323-5700,www.xylem.com
YUM UN  EQUITY,YUM! BRANDS INC,"Consumer, Cyclical",Retail,27708316872.99,83.38,Greg Creed,1/1/2015,15380682,1-502-874-8300,www.yum.com
ZBH UN  EQUITY,ZIMMER BIOMET HOLDINGS INC,"Consumer, Non-cyclical",Healthcare-Products,23240008220.00,114.4,Bryan C Hanson,12/19/2017,11492363,1-574-267-6131,www.zimmerbiomet.com
ZION UW  EQUITY,ZIONS BANCORPORATION,Financial,Banks,10768983366.00,54.8,Harris H Simmons,01-01-2014,2807004,1-801-844-7637,www.zionsbancorporation.com
ZTS UN  EQUITY,ZOETIS INC,"Consumer, Non-cyclical",Pharmaceuticals,40950560840.07,84.35,Juan Ramon Alaix,7/1/2012,9466626,1-973-822-7000,www.zoetis.com
